사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2025-12,경춘선,1323,가평,0,0,728,142,"1,564",618,"3,584","1,994","4,437","4,781","4,217","2,817","4,195","2,520","4,895","3,453","4,082","3,332","3,311","4,135","3,935","3,741","3,788","4,551","4,462","3,334","4,909","4,039","3,639","3,763","1,654","3,799","1,462","2,797",918,"1,889",516,"1,916",307,"1,447",17,412,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경춘선,1324,굴봉산,0,0,32,4,40,6,139,108,190,240,155,344,200,454,317,413,226,255,270,254,267,258,255,197,229,218,188,182,126,118,58,105,54,74,46,71,11,74,3,54,5,14,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경춘선,1325,백양리,1,0,27,14,10,24,63,644,126,"1,036",140,527,270,712,639,699,425,465,451,403,419,472,717,376,929,305,"1,314",287,947,281,249,131,344,147,347,83,279,74,144,52,13,10,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경춘선,1326,강촌,4,0,97,43,326,75,496,284,580,"1,252",632,"1,592",652,905,"1,056",998,873,659,"1,400",617,996,810,"1,148",570,"1,053",647,820,629,593,598,263,456,255,365,159,367,79,440,27,231,5,46,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경춘선,1327,김유정,6,0,173,4,240,72,598,545,617,753,639,645,601,860,515,"1,028",755,989,854,866,"1,018",846,"1,152",726,"1,082",692,"1,019",676,874,624,284,545,292,441,74,280,61,273,17,149,1,48,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경춘선,1328,남춘천,633,3,"1,548",17,"3,768",740,"5,007","1,613","7,029","4,559","6,869","5,405","6,613","3,889","6,069","7,213","5,849","7,255","7,241","6,277","7,898","5,246","8,168","6,107","7,022","6,236","6,227","6,097","4,467","7,985","3,815","8,619","3,134","4,272","2,852","4,329","1,813","5,026",544,"3,133",10,"2,386",1,1,0,0,0,0,2026-01-03 11:12:47
2025-12,경춘선,1329,춘천,263,1,729,9,"1,547",375,"2,033",807,"2,772","3,581","3,122","3,663","2,768","2,657","3,169","3,658","3,056","2,994","4,093","3,375","4,397","2,422","5,319","2,908","5,142","2,285","4,200","2,270","2,876","2,767","1,941","2,905","1,411","1,479",871,"1,735",531,"1,328",154,"1,404",3,820,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1873,고색,690,2,"3,524",630,"9,368","3,485","21,379","20,891","16,774","24,115","8,723","5,550","6,053","3,762","6,345","4,705","7,192","4,856","6,384","5,074","5,792","5,026","7,208","6,403","8,899","8,517","19,292","10,195","22,151","14,847","7,468","14,652","6,496","10,117","4,123","7,346","2,471","6,990",998,"4,360",1,"2,310",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1874,오목천,15,0,"1,140",343,"6,478","1,753","13,191","5,497","13,982","11,914","8,755","6,217","7,577","4,502","7,852","4,294","8,809","5,086","7,607","5,845","6,631","5,123","8,737","6,231","10,621","8,738","10,327","7,300","10,278","13,883","5,311","9,081","3,218","5,272","2,616","5,059","1,956","5,748",733,"3,685",10,360,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1875,어천,2,1,349,156,"1,905","2,100","4,675","4,619","4,052","3,514","3,511","1,505","2,885","1,507","2,794","1,672","2,860","1,843","2,498","2,136","2,025","2,385","3,571","2,645","5,474","3,861","3,210","3,328","4,441","5,064","1,670","3,393","1,089","1,963",755,"2,134",478,"1,692",211,890,0,107,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1876,야목,1,0,444,12,"1,810",545,"3,312",677,"2,518",854,"1,732",459,"1,383",601,"1,141",527,"1,083",638,"1,025",779,927,786,"1,203","1,038","1,150","1,419","1,341","1,719","1,413","2,538",581,"2,042",359,"1,008",241,"1,154",285,649,122,455,0,73,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1877,사리,4,0,"4,870",395,"11,747","1,582","24,259","3,627","22,173","5,484","12,389","2,983","9,372","3,085","7,697","3,067","7,944","4,093","8,013","5,256","7,031","5,052","6,682","7,250","7,402","10,552","7,327","11,469","6,899","21,622","4,289","13,728","2,387","9,346","2,046","10,377","1,930","7,583",692,"6,062",16,614,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1878,달월,0,0,5,25,46,113,140,86,136,269,69,100,87,118,135,109,136,103,119,89,150,119,146,85,239,111,467,151,828,143,73,111,38,55,30,41,17,51,21,54,11,13,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1879,월곶,3,0,"2,011",331,"4,908","1,481","11,805","1,927","11,890","3,257","5,921","3,017","4,599","4,657","4,331","4,939","4,508","4,722","4,156","4,701","4,314","4,232","4,837","5,409","5,612","6,475","5,549","7,986","6,844","10,712","3,269","5,646","2,384","4,187","2,128","4,589","1,397","3,286",568,"2,116",4,327,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1880,소래포구,45,1,"2,766",400,"8,067","2,478","17,518","3,952","14,636","7,145","8,243","5,707","7,677","5,834","7,909","9,913","8,081","11,567","9,165","9,801","11,741","8,576","12,158","8,439","10,818","10,520","9,548","12,569","8,015","15,366","4,761","9,992","4,583","6,671","4,307","7,105","3,010","5,354","1,609","3,984",22,673,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1881,인천논현,2,0,"2,848",882,"6,549","5,015","14,357","8,598","13,902","13,961","8,635","9,302","8,133","7,203","9,304","7,652","9,977","8,474","9,131","9,788","9,246","9,498","10,270","10,337","11,243","13,255","12,701","16,740","12,317","18,909","7,666","11,418","7,385","8,153","6,537","7,049","5,089","5,061","2,569","3,657",17,668,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1882,호구포,12,1,"1,658","1,197","3,061","7,167","7,202","19,822","7,832","22,069","5,060","4,495","4,494","3,189","4,562","3,533","5,190","3,904","5,125","4,101","5,112","3,925","5,497","4,578","6,868","5,907","18,239","7,021","16,647","7,933","5,572","5,803","5,842","4,420","4,022","3,816","2,013","2,773","1,146","2,298",2,365,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1883,남동인더스파크,0,0,568,"1,007",828,"4,832","1,284","18,960","1,924","23,826","1,072","2,911","1,296","1,253","1,479","1,271","1,879","1,333","2,002","1,337","2,186","1,280","2,970","1,033","4,260","1,376","17,062","1,738","12,397","1,602","3,685","2,112","3,603","1,177","1,932",813,493,563,231,356,0,33,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1884,원인재,93,0,"3,725",712,"7,106","2,665","13,409","5,983","15,193","8,485","8,642","4,677","7,548","4,894","7,319","5,042","7,468","5,996","7,398","6,486","6,713","6,766","7,421","8,981","7,932","10,946","8,535","13,009","8,187","15,870","4,997","10,992","4,114","7,973","3,763","7,456","3,041","6,286","1,596","4,930",44,638,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1885,연수,22,1,"2,916",992,"7,004","2,427","14,916","4,514","13,754","11,212","7,160","7,683","6,057","6,910","6,505","6,774","7,866","7,658","8,407","7,893","8,143","7,269","9,023","8,114","9,552","10,858","9,679","15,050","11,488","16,365","6,163","10,491","5,679","7,228","5,779","6,498","4,514","4,219","2,565","2,968",35,582,1,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1886,송도,21,1,"2,289",445,"4,922","2,911","8,582","2,491","8,696","4,284","4,582","2,636","4,471","2,535","4,585","3,083","4,947","3,471","5,304","3,312","4,504","4,012","5,044","5,213","5,824","5,521","5,656","7,178","3,932","8,529","2,188","5,455","1,994","3,436","1,518","3,563",947,"2,451",426,"1,624",5,401,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1888,인하대,39,0,"4,481",629,"12,464","2,929","26,639","5,619","22,161","15,684","9,973","9,508","9,612","8,909","10,126","7,426","10,618","9,408","10,840","9,981","10,998","9,760","13,405","11,269","15,320","13,591","15,595","18,667","13,091","26,125","7,236","13,333","6,726","10,168","6,248","9,757","4,482","7,054","2,945","5,219",94,"1,324",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1889,숭의,31,0,"3,952",940,"7,260","4,301","15,339","8,534","12,835","12,808","7,603","5,341","7,578","4,534","7,162","4,245","7,134","4,896","6,867","6,354","6,825","5,861","7,946","6,462","9,334","8,919","11,199","10,203","9,596","13,687","4,550","7,301","3,286","5,688","2,556","5,490","1,932","4,192",935,"2,450",11,594,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1890,신포,6,0,973,239,"1,761","1,091","3,359","3,651","2,751","8,225","1,891","3,157","1,789","2,647","2,449","3,171","3,238","3,153","3,332","3,548","3,759","3,329","4,668","3,714","5,741","4,047","5,799","4,181","5,274","5,013","2,613","2,333","2,350","1,766","2,078","1,524","1,273","1,119",519,581,2,175,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,수인선,1891,인천,50,0,550,370,"1,028","1,154","1,713","2,349","1,886","4,288","1,763","2,270","1,740","2,472","1,753","3,443","2,119","3,679","2,109","3,339","2,328","3,530","3,131","3,226","2,918","3,212","2,608","3,089","2,172","3,492","1,216","2,026","1,072","1,753",838,"1,404",458,"1,321",171,719,6,223,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1501,판교,7,1,781,18,"2,718","9,325","6,365","19,447","3,718","39,668","2,599","21,208","2,844","14,652","5,188","11,507","6,381","8,873","6,026","6,743","8,036","6,838","11,692","6,416","17,132","8,324","22,954","8,706","26,630","8,056","20,038","4,145","20,634","3,199","13,488","2,047","8,678","1,294","2,737",894,4,290,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1502,이매,5,0,558,37,"1,773","1,153","3,704","1,916","3,233","2,935","1,723","1,473","1,494","1,174","1,501","1,019","1,632","1,254","1,403","1,375","1,428","1,400","1,666","1,538","1,974","1,786","2,232","2,376","2,184","3,185","1,360","1,558","1,288","1,186","1,198","1,043","1,156",908,321,499,12,75,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1503,삼동,4,0,"1,798",61,"5,695","1,304","12,283","2,247","12,228","2,459","7,188","1,207","4,705","1,334","3,898","1,401","3,190","2,122","2,990","1,923","2,422","2,880","2,690","3,736","3,149","5,142","3,745","8,636","2,835","9,223","1,488","8,557","1,228","5,574","1,041","5,169",563,"3,841",282,"2,225",28,47,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1504,경기광주,1,1,"3,366",307,"18,112","3,199","44,642","6,100","44,225","9,112","21,545","5,514","16,314","5,059","13,527","5,545","12,566","7,052","11,002","7,695","9,706","9,752","10,294","11,847","12,620","17,457","11,581","23,372","8,947","37,427","4,479","32,717","3,341","21,562","2,613","16,541","2,071","13,812",697,"7,259",111,129,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1505,초월,0,0,"2,062",164,"8,610","1,850","18,974","4,610","20,001","5,372","9,361","2,164","7,139","2,232","6,013","2,395","5,711","2,873","4,825","3,512","4,538","4,228","4,488","5,225","5,903","7,470","6,562","9,097","5,158","15,391","2,580","11,738","2,104","9,055","1,390","7,716",736,"7,239",310,"5,044",31,69,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1506,곤지암,4,0,998,359,"3,196","2,627","7,313","5,562","6,226","6,457","4,508","2,615","4,003","2,410","4,178","2,578","3,925","2,299","4,074","3,355","3,491","3,191","4,328","3,604","5,213","4,472","7,776","4,920","5,915","5,895","2,409","4,572","1,666","3,836","1,025","3,171",578,"2,915",172,"1,690",16,482,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1507,신둔도예촌,1,0,954,40,"2,905",549,"6,001","2,539","5,237","3,303","3,846","1,412","3,374","1,091","2,620","1,424","2,575","1,382","2,483","1,465","2,258","1,837","2,671","2,243","2,866","2,953","4,149","4,725","2,940","4,089","1,177","4,790",920,"3,078",543,"2,677",220,"2,590",111,"1,433",7,502,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1508,이천,10,0,"1,169",39,"3,832","1,925","8,423","6,670","7,257","8,875","6,791","5,359","6,313","4,032","5,914","4,239","5,481","5,003","5,625","4,838","5,789","5,150","6,089","5,414","7,784","7,156","8,190","7,746","7,719","9,561","3,788","7,887","3,287","6,590","2,901","5,133","1,314","4,016",748,"2,714",22,"1,298",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1509,부발,3,0,"1,451",98,"3,705","2,008","6,861","7,233","5,981","5,858","5,709","2,328","4,775","2,031","5,076","2,238","4,257","2,740","4,313","2,884","3,930","2,902","5,021","3,344","5,481","4,762","8,531","5,874","5,327","6,919","3,363","4,873","2,360","4,881","1,354","5,015",644,"3,841",490,"3,767",18,"1,434",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1510,세종대왕릉,0,0,216,3,635,95,842,558,"1,007",693,798,338,920,345,702,480,663,472,630,359,583,604,654,676,695,835,894,782,559,"1,003",220,747,160,595,99,445,48,458,23,305,2,68,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1511,여주,12,1,"2,375",8,"5,271",770,"9,739","3,100","8,690","4,056","7,947","5,502","7,621","2,829","6,299","4,497","6,286","4,276","6,322","3,494","6,792","5,372","6,626","5,534","6,694","6,702","6,115","8,502","5,014","9,517","2,519","8,322","1,934","7,908","1,437","3,922",734,"6,895",213,"3,555",7,"1,471",0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,경강선,1512,성남,2,0,302,26,"2,122",794,"6,241","1,600","5,500","2,268","2,859","1,071","2,395",993,"1,885","1,186","2,065","1,412","1,627","1,409","1,700","1,723","1,930","2,256","2,487","2,552","2,899","4,158","2,164","5,316","1,410","3,013","1,248","2,404","1,061","2,059",961,"1,587",431,855,35,165,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,서해선,1980,김포공항,11,3,231,"1,321",639,"9,740","1,948","12,142","3,670","14,802","3,399","9,655","3,140","10,455","3,417","11,565","3,653","12,154","5,987","10,898","7,159","9,955","7,767","8,550","8,632","9,336","10,332","10,430","12,963","10,181","8,812","5,625","7,868","2,432","6,929","1,501","6,680","1,055","1,973","1,763",94,330,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,서해선,1981,원종,52,1,"5,190",950,"9,396","3,819","18,227","6,169","16,706","9,807","10,279","5,619","8,523","4,847","8,144","5,259","8,656","6,331","7,797","6,939","7,305","6,920","8,461","8,562","9,800","11,888","10,533","14,189","10,025","18,984","5,392","13,537","4,063","8,988","3,278","7,853","2,671","6,336",931,"4,083",30,285,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,서해선,1982,부천종합운동장,28,1,"2,725",583,"5,295","1,717","13,748","3,283","14,843","5,198","7,333","2,205","4,390","1,810","3,863","1,792","4,020","2,252","3,728","2,486","3,502","2,680","3,615","3,465","4,371","4,736","5,137","6,920","6,116","11,562","2,510","8,672","1,863","5,286","1,642","4,715","1,127","4,147",484,"2,755",39,397,0,0,0,0,0,0,2026-01-03 11:12:47
2025-12,5호선,2511,방화,31,0,"5,269",5,"11,585","3,769","26,985","6,242","27,016","14,053","15,801","7,976","14,094","6,692","13,137","7,357","13,179","8,283","12,734","9,056","11,080","10,674","12,052","12,564","13,081","14,512","13,269","16,927","10,929","23,001","5,556","19,589","3,979","13,183","3,045","12,750","2,191","11,649","1,052","7,285",174,"2,682",2,404,0,3,0,0,2026-01-03 11:12:47
2025-12,5호선,2512,개화산,1,0,"4,973",184,"9,931","3,368","23,499","6,941","24,184","14,780","13,235","6,380","10,249","6,073","10,219","6,657","10,276","7,883","10,140","7,675","9,102","8,176","9,016","9,891","10,591","11,807","14,102","14,750","12,185","20,551","5,575","16,214","4,163","10,940","3,473","10,973","2,892","9,774",935,"5,932",118,"2,076",1,144,0,6,0,0,2026-01-03 11:12:47
2025-12,5호선,2513,김포공항,12,3,910,"3,612","5,955","10,966","22,409","21,493","27,806","27,212","15,407","17,328","15,578","17,010","22,992","19,558","22,557","20,199","28,557","20,840","32,926","19,773","35,824","19,256","34,415","19,463","37,102","21,851","44,406","19,195","29,592","11,376","23,870","5,702","18,875","3,621","19,082","2,484","9,512","1,477",508,720,7,98,0,3,0,0,2026-01-03 11:12:47
2025-12,5호선,2514,송정,5,0,"3,476",915,"7,365","3,974","17,991","6,695","23,427","11,370","16,010","7,218","11,903","6,710","10,543","7,873","11,225","9,375","10,808","9,300","10,619","9,802","10,801","11,037","12,555","12,998","13,533","15,219","13,371","20,111","7,835","15,826","6,004","11,430","5,144","11,311","4,143","10,237","2,127","6,343",307,"2,283",3,109,0,19,0,0,2026-01-03 11:12:47
2025-12,5호선,2515,마곡,3,0,"3,098","3,385","8,570","12,421","25,031","32,862","28,014","81,720","15,320","44,528","14,284","24,135","15,625","22,493","18,688","23,947","21,713","24,024","25,055","22,169","31,914","22,745","40,182","26,496","60,117","31,629","65,824","39,793","34,197","26,518","27,885","15,014","25,620","12,955","16,637","10,877","6,138","6,025",811,"2,608",9,89,0,4,0,0,2026-01-03 11:12:47
2025-12,5호선,2516,발산,5,0,"3,718","2,444","11,578","16,079","30,914","48,044","35,156","125,600","22,533","69,032","24,985","40,177","30,769","39,333","35,910","39,230","38,197","40,260","43,711","36,313","53,205","36,842","60,142","42,010","85,325","50,880","95,085","63,343","45,382","42,034","42,502","25,674","41,529","21,267","33,031","18,091","14,222","11,047","2,015","3,903",45,272,0,0,0,0,2026-01-03 11:12:47
2025-12,5호선,2517,우장산,1,0,"6,959",850,"22,954","4,676","53,596","14,454","62,616","22,618","34,208","16,206","29,360","15,288","28,564","15,844","28,433","18,659","26,688","22,527","24,383","25,351","27,053","28,941","28,746","34,133","26,409","40,085","21,818","58,475","13,278","43,354","9,731","28,878","8,777","26,397","6,807","26,106","2,231","15,526",390,"4,202",16,123,0,0,0,0,2026-01-03 11:12:47
2025-12,5호선,2518,화곡,574,6,"23,295","1,592","41,732","9,915","113,495","16,056","151,627","35,083","77,237","26,213","51,617","20,384","45,889","22,966","47,891","27,205","44,955","30,433","38,957","35,759","38,590","45,254","42,887","57,741","46,248","74,819","43,880","128,104","25,106","89,592","18,874","58,725","16,033","56,989","12,694","49,672","5,167","31,994",851,"9,572",16,375,0,6,0,0,2026-01-03 11:12:47
2025-12,5호선,2519,까치산,297,8,"23,599","1,348","44,027","7,806","119,713","11,084","152,192","22,447","81,436","18,740","52,202","18,452","45,730","22,249","45,971","27,543","42,389","31,028","36,830","37,297","35,738","49,461","36,943","61,019","35,676","77,909","33,049","122,596","21,547","92,668","16,436","63,310","13,631","61,236","10,958","51,821","5,356","33,263",975,"10,285",35,697,0,2,0,0,2026-01-03 11:12:47
2025-12,5호선,2520,신정(은행정),143,0,"12,121",795,"24,162","3,413","61,949","7,888","79,054","13,784","40,403","9,218","23,951","7,953","21,579","9,422","20,764","11,908","19,031","13,318","16,170","15,083","16,351","20,145","17,863","25,532","18,748","33,347","16,975","48,959","9,231","35,544","6,905","25,913","5,507","24,593","4,213","23,950","1,834","13,993",390,"4,545",8,170,0,0,0,0,2026-01-03 11:12:47
2025-12,5호선,2521,목동,30,1,"8,507","1,506","21,058","5,670","59,103","12,912","72,665","29,248","37,579","20,953","28,946","16,823","27,115","16,381","26,526","19,173","24,387","24,374","24,301","24,657","24,970","29,998","27,839","37,582","29,504","51,944","30,935","81,691","16,793","53,818","14,619","34,177","12,850","32,440","12,067","30,955","4,878","16,619",771,"5,692",14,249,0,0,0,0,2026-01-03 11:12:47
2025-12,5호선,2522,오목교(목동운동장앞),16,1,"5,098","1,805","16,349","9,010","51,585","24,123","61,284","62,079","32,849","48,730","27,486","33,146","28,656","33,195","31,574","33,514","31,959","38,766","34,114","36,845","39,148","40,453","45,606","49,184","54,488","60,062","63,950","80,445","36,902","49,807","38,789","31,028","30,478","27,765","23,827","25,362","8,546","13,546","1,274","4,255",7,197,0,0,0,0,2026-01-03 11:12:47
2025-12,5호선,2523,양평,6,1,"2,591",843,"7,256","4,881","25,345","12,398","31,305","47,393","15,430","18,653","10,038","8,147","9,364","7,055","9,743","7,021","10,573","8,078","9,735","8,255","10,930","9,075","13,578","11,237","23,861","15,850","37,550","25,862","12,297","16,952","8,060","12,392","6,430","11,472","4,393","11,227","2,041","6,674",297,"2,250",8,95,0,0,0,0,2026-01-03 11:12:47
2025-12,5호선,2524,영등포구청,3,0,"1,082",748,"3,045","2,341","9,123","8,256","15,595","28,838","6,044","11,703","5,243","5,916","5,776","5,487","6,290","5,528","6,709","5,969","7,132","5,983","7,920","6,337","9,517","7,204","14,480","9,615","25,773","16,016","8,653","8,222","6,332","5,695","6,045","5,360","4,246","5,008","2,312","3,149",311,884,7,51,0,0,0,0,2026-01-03 11:12:47
2025-12,5호선,2525,영등포시장,19,0,"2,784",957,"7,158","5,742","26,610","15,706","38,787","47,446","18,057","27,991","13,619","19,272","14,250","19,163","17,160","22,830","17,562","25,015","19,155","21,596","24,467","19,147","30,901","20,387","39,494","25,462","48,575","38,900","20,824","22,507","15,420","15,480","13,766","14,864","10,307","13,512","4,590","8,822",661,"2,323",6,206,0,0,0,0,2026-01-03 11:12:47
2025-12,5호선,2526,신길,43,2,"1,892",391,"4,511","1,910","18,041","5,218","26,669","15,002","11,914","7,076","8,525","3,502","6,562","4,039","6,837","4,512","6,270","5,241","5,568","5,537","5,812","6,674","7,019","8,693","9,969","13,031","14,799","22,175","5,600","13,764","4,348","11,721","3,689","11,859","3,156","11,167","1,954","7,194",282,"2,384",10,275,0,0,0,0,2026-01-03 11:12:47
